Year,Location,Gender,Position,Name,Nationality,Continent,Time_Taken,Notes
1996,Atlanta,Men,16,"Mwenze Kalombo",Zaire,Africa,2:17:01,""
1996,Atlanta,Men,17,"Leszek Bebło",Poland,Europe,2:17:04,""
1996,Atlanta,Men,18,"Alberto Juzdado",Spain,Europe,2:17:24,""
1996,Atlanta,Men,19,"Hiromi Taniguchi",Japan,Asia,2:17:26,""
1996,Atlanta,Men,20,"Salvatore Bettiol",Italy,Europe,2:17:27,""
1996,Atlanta,Men,21,"Peter Fonseca",Canada,"North America",2:17:28,""
1996,Atlanta,Men,22,"Rolando Vera",Ecuador,"South America",2:17:40,""
1996,Atlanta,Men,23,"Roderic De Highden",Australia,Oceania,2:17:42,""
1996,Atlanta,Men,24,"José Luis Molina","Costa Rica","North America",2:17:49,""
1996,Atlanta,Men,25,"Domingos Castro",Portugal,Europe,2:18:03,""
1996,Atlanta,Men,26,"Tahar Mansouri",Tunisia,Africa,2:18:06,""
1996,Atlanta,Men,27,"Lawrence Peu","South Africa",Africa,2:18:09,""
1996,Atlanta,Men,28,"Keith Brantly","United States","North America",2:18:17,""
1996,Atlanta,Men,29,"Thabisio Ralekhetla",Lesotho,Africa,2:18:26,""
1996,Atlanta,Men,30,"Khristo Stefanov",Bulgaria,Europe,2:18:29,""
1996,Atlanta,Men,31,"Bob Kempainen","United States","North America",2:18:38,""
1996,Atlanta,Men,32,"Harri Hänninen",Finland,Europe,2:18:41,""
1996,Atlanta,Men,33,"Gert Thys","South Africa",Africa,2:18:55,""
1996,Atlanta,Men,34,"Sean Quilty",Australia,Oceania,2:19:35,""
1996,Atlanta,Men,35,"Carey Nelson",Canada,"North America",2:19:39,""
1996,Atlanta,Men,36,"Spyros Andriopoulos",Greece,Europe,2:19:41,""
1996,Atlanta,Men,37,"Oleg Strizhakov",Russia,Europe,2:19:51,""
1996,Atlanta,Men,38,"Kim Jung-won","North Korea",Asia,2:19:54,""
1996,Atlanta,Men,39,"Bruce Deacon",Canada,"North America",2:19:56,""
1996,Atlanta,Men,40,"Kim Jong-su","North Korea",Asia,2:20:19,""
1996,Atlanta,Men,41,"Mark Coogan","United States","North America",2:20:27,""
1996,Atlanta,Men,42,"Hussein Ahmed Salah",Djibouti,Africa,2:20:33,""
1996,Atlanta,Men,43,"Petro Sarafyniuk",Ukraine,Europe,2:20:37,""
1996,Atlanta,Men,44,"Abdelkader El Mouaziz",Morocco,Africa,2:20:39,""
1996,Atlanta,Men,45,"Bert van Vlaanderen",Netherlands,Europe,2:20:48,""
1996,Atlanta,Men,46,"Manuel Matias",Portugal,Europe,2:20:58,""
1996,Atlanta,Men,47,"Vanderlei de Lima",Brazil,"South America",2:21:01,""
1996,Atlanta,Men,48,"Konrad Dobler",Germany,Europe,2:21:12,""
1996,Atlanta,Men,49,"Borislav Dević","FR Yugoslavia",Europe,2:21:22,""
1996,Atlanta,Men,50,"Davide Milesi",Italy,Europe,2:21:45,""
1996,Atlanta,Men,51,"Aleksandrs Prokopčuks",Latvia,Europe,2:21:50,""
1996,Atlanta,Men,52,"Lameck Aguta",Kenya,Africa,2:22:04,""
1996,Atlanta,Men,53,"Diego García",Spain,Europe,2:22:11,""
1996,Atlanta,Men,54,"Masaki Oya",Japan,Asia,2:22:13,""
1996,Atlanta,Men,55,"Peter Whitehead","Great Britain",Europe,2:22:37,""
1996,Atlanta,Men,56,"Ezequiel Bitok",Kenya,Africa,2:23:03,""
1996,Atlanta,Men,57,"Hsu Gi-sheng","Chinese Taipei",Asia,2:23:04,""
1996,Atlanta,Men,58,"Pavel Loskutov",Estonia,Europe,2:23:14,""
1996,Atlanta,Men,59,"Rubén Maza",Venezuela,"South America",2:23:24,""
1996,Atlanta,Men,60,"Steve Brace","Great Britain",Europe,2:23:28,""
1996,Atlanta,Men,61,"Grzegorz Gajdus",Poland,Europe,2:23:41,""
1996,Atlanta,Men,62,"Isaac Simelane",Swaziland,Africa,2:23:43,""
1996,Atlanta,Men,63,"Nazirdin Alikbekov",Kyrgyzstan,Asia,2:23:59,""
1996,Atlanta,Men,64,"Anders Szalkai",Sweden,Europe,2:24:27,""
1996,Atlanta,Men,65,"John Mwathiwa",Malawi,Africa,2:24:45,""
1996,Atlanta,Men,66,"Leonid Shvetsov",Russia,Europe,2:24:49,""
1996,Atlanta,Men,67,"Eddy Hellebuyck",Belgium,Europe,2:25:04,""
1996,Atlanta,Men,68,"Ahmed Adam Salah",Sudan,Africa,2:25:12,""
1996,Atlanta,Men,69,"Ikaji Salum",Tanzania,Africa,2:25:29,""
1996,Atlanta,Men,70,"Pavelas Fedorenka",Lithuania,Europe,2:25:41,""
1996,Atlanta,Men,71,"Miguel Mallqui",Peru,"South America",2:25:56,""
1996,Atlanta,Men,72,"Ethel Hudzon",Indonesia,Asia,2:26:02,""
1996,Atlanta,Men,73,"Diamantino dos Santos",Brazil,"South America",2:26:53,""
1996,Atlanta,Men,74,"Tika Bahadur Bogate",Nepal,Asia,2:27:04,""
1996,Atlanta,Men,75,"Ronnie Holassie","Trinidad and Tobago","North America",2:27:20,""
1996,Atlanta,Men,77,"Valeriu Vlas",Moldova,Europe,2:28:36,""
1996,Atlanta,Men,78,"Daniel Sibandze",Swaziland,Africa,2:28:49,""
1996,Atlanta,Men,79,"Waldemar Cotelo",Uruguay,"South America",2:28:50,""
1996,Atlanta,Men,80,"Petko Stefanov",Bulgaria,Europe,2:29:06,""
1996,Atlanta,Men,81,"Abebe Mekonnen",Ethiopia,Africa,2:29:45,""
1996,Atlanta,Men,82,"Luis Martínez",Guatemala,"North America",2:29:55,""
1996,Atlanta,Men,83,"Sean Wade","New Zealand",Oceania,2:30:35,""
1996,Atlanta,Men,84,"Abderrahim Ben Redouane",Morocco,Africa,2:30:49,""
1996,Atlanta,Men,85,"Abdou Monzo",Niger,Africa,2:30:57,""
1996,Atlanta,Men,86,"Marcelo Barrientos",Chile,"South America",2:31:05,""
1996,Atlanta,Men,87,"Antoni Bernardo",Andorra,Europe,2:31:28,""
1996,Atlanta,Men,88,"Adel Adili",Libya,Africa,2:32:12,""
1996,Atlanta,Men,89,"Carlos Tarazona",Venezuela,"South America",2:32:35,""
1996,Atlanta,Men,90,"Tharcisse Gashaka",Burundi,Africa,2:32:55,""
1996,Atlanta,Men,91,"Policarpio Calizaya",Bolivia,"South America",2:33:08,""
1996,Atlanta,Men,92,"Simon Qamunga",Tanzania,Africa,2:33:11,""
1996,Atlanta,Men,93,"Kenjiro Jitsui",Japan,Asia,2:33:27,""
1996,Atlanta,Men,94,"António Zeferino","Cape Verde",Africa,2:34:13,""
1996,Atlanta,Men,95,"Pamenos Ballantyne","Saint Vincent and the Grenadines","North America",2:34:16,""
1996,Atlanta,Men,96,"Kaleka Mutoke",Zaire,Africa,2:34:40,""
1996,Atlanta,Men,97,"Ernest Ndjissipou","Central African Republic",Africa,2:35:55,""
1996,Atlanta,Men,98,"Ali Ettounsi",Morocco,Africa,2:36:01,""
1996,Atlanta,Men,99,"William Aguirre",Nicaragua,"North America",2:37:02,""
1996,Atlanta,Men,100,"Roy Vence",Philippines,Asia,2:37:10,""
1996,Atlanta,Men,101,"Mohamed Al-Saadi",Yemen,Asia,2:40:41,NR
1996,Atlanta,Men,102,"Julio Hernández",Colombia,"South America",2:41:56,""
1996,Atlanta,Men,103,"Ajay Chuttoo",Mauritius,Africa,2:42:07,""
1996,Atlanta,Men,104,"Nils Antonio",Jamaica,"North America",2:44:10,""
1996,Atlanta,Men,105,"To Rithya",Cambodia,Asia,2:47:10,""
1996,Atlanta,Men,106,"Maximo Oliveras","Puerto Rico","North America",2:47:15,""
1996,Atlanta,Men,107,"Islam Ðugum","Bosnia and Herzegovina",Europe,2:47:38,""
1996,Atlanta,Men,108,"Marlon Selwyn Williams","Virgin Islands","North America",2:48:26,""
1996,Atlanta,Men,109,"Eugene Muslar",Belize,"North America",2:51:41,""
1996,Atlanta,Men,110,"Abdi Isak",Somalia,Africa,2:59:55,""
1996,Atlanta,Men,111,"Abdel Baser Wasiqi",Afghanistan,Asia,4:24:17,""
2000,Sydney,Men,1,"Gezahegne Abera",Ethiopia,Africa,2:10:11,""
2000,Sydney,Men,2,"Erick Wainaina",Kenya,Africa,2:10:31,""
2000,Sydney,Men,3,"Tesfaye Tola",Ethiopia,Africa,2:11:10,SB
2000,Sydney,Men,4,"Jon Brown","Great Britain",Europe,2:11:17,""
2000,Sydney,Men,5,"Giacomo Leone",Italy,Europe,2:12:14,SB
2000,Sydney,Men,6,"Martín Fiz",Spain,Europe,2:13:06,""
2000,Sydney,Men,7,"Abdelkader El Mouaziz",Morocco,Africa,2:13:49,""
2000,Sydney,Men,8,"Mohamed Ouaadi",France,Europe,2:14:04,""
2000,Sydney,Men,9,"Tendai Chimusasa",Zimbabwe,Africa,2:14:19,""
2000,Sydney,Men,10,"Steve Moneghetti",Australia,Oceania,2:14:50,""
2000,Sydney,Men,11,"António Pinto",Portugal,Europe,2:15:17,""
2000,Sydney,Men,12,"Hendrick Ramaala","South Africa",Africa,2:16:19,""
2000,Sydney,Men,13,"Kamiel Maase",Netherlands,Europe,2:16:24,""
2000,Sydney,Men,14,"Silvio Guerra",Ecuador,"South America",2:16:27,""
2000,Sydney,Men,15,"Mathias Ntawulikura",Rwanda,Africa,2:16:39,""
2000,Sydney,Men,16,"Thabiso Moqhali",Lesotho,Africa,2:16:43,""
2000,Sydney,Men,17,"João N'Tyamba",Angola,Africa,2:16:43,NR
2000,Sydney,Men,18,"Domingos Castro",Portugal,Europe,2:16:52,""
2000,Sydney,Men,19,"Keith Cullen","Great Britain",Europe,2:16:59,""
2000,Sydney,Men,20,"Josia Thugwane","South Africa",Africa,2:16:59,""
2000,Sydney,Men,21,"Shinji Kawashima",Japan,Asia,2:17:21,""
2000,Sydney,Men,22,"Simretu Alemayehu",Ethiopia,Africa,2:17:21,""
2000,Sydney,Men,23,"Kamel Kohil",Algeria,Africa,2:17:46,""
2000,Sydney,Men,24,"Lee Bong-Ju","South Korea",Asia,2:17:57,""
2000,Sydney,Men,25,"Greg van Hest",Netherlands,Europe,2:18:00,""
2000,Sydney,Men,26,"Pavel Kokin",Russia,Europe,2:18:02,""
2000,Sydney,Men,27,"Andrés Espinosa",Mexico,"North America",2:18:02,""
2000,Sydney,Men,28,"Roderic De Highden",Australia,Oceania,2:18:04,""
2000,Sydney,Men,29,"Kim Jung-Won","North Korea",Asia,2:18:04,""
2000,Sydney,Men,30,"Kim Jong-chol","North Korea",Asia,2:18:04,""
2000,Sydney,Men,31,"Pamenos Ballantyne","Saint Vincent and the Grenadines","North America",2:19:08,""
2000,Sydney,Men,32,"Ronnie Holassie","Trinidad and Tobago","North America",2:19:24,""
2000,Sydney,Men,33,"Michael Buchleitner",Austria,Europe,2:19:26,""
2000,Sydney,Men,34,"Dmitriy Kapitonov",Russia,Europe,2:19:38,""
2000,Sydney,Men,35,"Pavel Loskutov",Estonia,Europe,2:19:41,""
2000,Sydney,Men,36,"Viktor Röthlin",Switzerland,Europe,2:20:06,""
2000,Sydney,Men,37,"Michael Fietz",Germany,Europe,2:20:09,""
2000,Sydney,Men,38,"Tahar Mansouri",Tunisia,Africa,2:20:33,SB
2000,Sydney,Men,39,"José Luis Molina","Costa Rica","North America",2:20:37,""
2000,Sydney,Men,40,"Carlos Tarazona",Venezuela,"South America",2:20:39,""
2000,Sydney,Men,41,"Nobuyuki Sato",Japan,Asia,2:20:52,SB
2000,Sydney,Men,42,"Alberto Juzdado",Spain,Europe,2:21:18,""
2000,Sydney,Men,43,"Johannes Maremane","South Africa",Africa,2:21:25,""
2000,Sydney,Men,44,"Bruce Deacon",Canada,"North America",2:21:38,""
2000,Sydney,Men,45,"Jeong Nam-gyun","South Korea",Asia,2:22:23,""
2000,Sydney,Men,46,"Néstor García",Uruguay,"South America",2:22:30,""
2000,Sydney,Men,47,"Ahmed Abdel Mougod Soliman",Egypt,Africa,2:22:47,""
2000,Sydney,Men,48,"Luketz Swartbooi",Namibia,Africa,2:22:55,""
2000,Sydney,Men,49,"Antoni Bernadó",Andorra,Europe,2:23:03,""
2000,Sydney,Men,50,"Luís Novo",Portugal,Europe,2:23:04,""
2000,Sydney,Men,51,"Lucky Bhembe",Swaziland,Africa,2:23:08,PB
2000,Sydney,Men,52,"Boubker El-Afoui",Morocco,Africa,2:23:53,""
2000,Sydney,Men,53,"Abel Antón",Spain,Europe,2:24:04,""
2000,Sydney,Men,54,"Carsten Eich",Germany,Europe,2:24:11,""
2000,Sydney,Men,55,"Valeriu Vlas",Moldova,Europe,2:24:35,""
2000,Sydney,Men,56,"Mark Steinle","Great Britain",Europe,2:24:42,""
2000,Sydney,Men,57,"Alex Malinga",Uganda,Africa,2:24:53,""
2000,Sydney,Men,58,"Oscar Cortínez",Argentina,"South America",2:25:01,""
2000,Sydney,Men,59,"Kil Jae-son","North Korea",Asia,2:25:13,""
2000,Sydney,Men,60,"Petko Stefanov",Bulgaria,Europe,2:26:24,""
2000,Sydney,Men,61,"Zebedayo Bayo",Tanzania,Africa,2:26:24,""
2000,Sydney,Men,62,"Roman Kejžar",Slovenia,Europe,2:26:38,""
2000,Sydney,Men,63,"Panagiotis Kharamis",Greece,Europe,2:26:55,""
2000,Sydney,Men,64,"Benjamín Paredes",Mexico,"North America",2:27:17,""
2000,Sydney,Men,65,"Baek Seung-do","South Korea",Asia,2:28:25,""
2000,Sydney,Men,66,"Lee Troop",Australia,Oceania,2:29:32,""
2000,Sydney,Men,67,"António Zeferino","Cape Verde",Africa,2:29:46,""
2000,Sydney,Men,68,"Sergey Zabavski",Tajikistan,Asia,2:30:29,""
2000,Sydney,Men,69,"Rod DeHaven","United States","North America",2:30:46,""
2000,Sydney,Men,70,"Nazirdin Akylbekov",Kyrgyzstan,Asia,2:31:26,""
2000,Sydney,Men,71,"Calisto da Costa","Individual Olympic Athletes",Other,2:33:11,""
2000,Sydney,Men,72,"Marco Condori",Bolivia,"South America",2:34:11,""
2000,Sydney,Men,73,"Sarath Prasanna Gamage","Sri Lanka",Asia,2:34:39,""
2000,Sydney,Men,74,"Gian Luigi Macina","San Marino",Europe,2:35:42,""
2000,Sydney,Men,75,"Vanderlei Lima",Brazil,"South America",2:37:08,""
2000,Sydney,Men,76,"Željko Petrović","Bosnia and Herzegovina",Europe,2:38:29,""
2000,Sydney,Men,77,"Tiyapo Maso",Botswana,Africa,2:38:53,""
2000,Sydney,Men,78,"Ðuro Kodžo","Bosnia and Herzegovina",Europe,2:39:14,""
2000,Sydney,Men,79,"José Alejandro Semprún",Venezuela,"South America",3:00:02,""
2000,Sydney,Men,80,"To Rithya",Cambodia,Asia,3:03:56,""
2000,Sydney,Men,81,"Elias Rodriguez","Federated States of Micronesia",Oceania,3:09:14,""
2004,Athens,Men,1,"Stefano Baldini",Italy,Europe,2:10:55,""
2004,Athens,Men,2,"Meb Keflezighi","United States","North America",2:11:29,SB
2004,Athens,Men,3,"Vanderlei de Lima",Brazil,"South America",2:12:11,""
2004,Athens,Men,4,"Jon Brown","Great Britain",Europe,2:12:26,SB
2004,Athens,Men,5,"Shigeru Aburaya",Japan,Asia,2:13:11,""
2004,Athens,Men,6,"Toshinari Suwa",Japan,Asia,2:13:24,""
2004,Athens,Men,7,"Erick Wainaina",Kenya,Africa,2:13:30,""
2004,Athens,Men,8,"Alberto Chaíça",Portugal,Europe,2:14:17,""
2004,Athens,Men,9,"Alberico di Cecco",Italy,Europe,2:14:34,""
2004,Athens,Men,10,"Paul Tergat",Kenya,Africa,2:14:45,""
2004,Athens,Men,11,"Jaouad Gharib",Morocco,Africa,2:15:12,""
2004,Athens,Men,12,"Alan Culpepper","United States","North America",2:15:26,""
2004,Athens,Men,13,"Leonid Shvetsov",Russia,Europe,2:15:28,""
2004,Athens,Men,14,"Lee Bong-ju","South Korea",Asia,2:15:33,""
2004,Athens,Men,15,"Ambesse Tolosa",Ethiopia,Africa,2:15:39,""
2004,Athens,Men,16,"Gert Thys","South Africa",Africa,2:16:08,""
2004,Athens,Men,17,"Ji Young-joon","South Korea",Asia,2:16:14,""
2004,Athens,Men,18,"Antoni Peña",Spain,Europe,2:16:38,""
2004,Athens,Men,19,"Grigoriy Andreyev",Russia,Europe,2:16:55,""
2004,Athens,Men,20,"Haile Satayin",Israel,Asia,2:17:25,""
2004,Athens,Men,21,"Jonathan Wyatt","New Zealand",Oceania,2:17:45,""
2004,Athens,Men,22,"Janne Holmen",Finland,Europe,2:17:50,""
2004,Athens,Men,23,"Dan Robinson","Great Britain",Europe,2:17:53,""
2004,Athens,Men,24,"Nikolaos Polias",Greece,Europe,2:17:56,""
2004,Athens,Men,25,"Ndabili Bashingili",Botswana,Africa,2:18:09,""
2004,Athens,Men,26,"Pavel Loskutov",Estonia,Europe,2:18:09,""
2004,Athens,Men,27,"José Rios",Spain,Europe,2:18:40,""
2004,Athens,Men,28,"Lee Troop",Australia,Oceania,2:18:46,""
2004,Athens,Men,29,"Michael Buchleitner",Austria,Europe,2:19:19,""
2004,Athens,Men,30,"Anuradha Cooray","Sri Lanka",Asia,2:19:24,""
2004,Athens,Men,31,"Li Zhuhong",China,Asia,2:19:26,""
2004,Athens,Men,32,"Joachim Nshimirimana",Burundi,Africa,2:19:31,""
2004,Athens,Men,33,"Dale Warrender","New Zealand",Oceania,2:19:42,""
2004,Athens,Men,34,"Waldemar Glinka",Poland,Europe,2:19:43,""
2004,Athens,Men,35,"Jong Myong-chol","North Korea",Asia,2:19:47,""
2004,Athens,Men,36,"El-Hassan Lahssini",France,Europe,2:19:50,""
2004,Athens,Men,37,"Michał Bartoszak",Poland,Europe,2:20:20,""
2004,Athens,Men,38,"Ahmed Jumaa Jaber",Qatar,Asia,2:20:27,""
2004,Athens,Men,39,"Ali Mabrouk El Zaidi",Libya,Africa,2:20:31,""
2004,Athens,Men,40,"Samson Ramadhani",Tanzania,Africa,2:20:38,""
2004,Athens,Men,41,"Lee Myong-seung","South Korea",Asia,2:21:01,""
2004,Athens,Men,42,"Tomoaki Kunichika",Japan,Asia,2:21:13,""
2004,Athens,Men,43,"José Alirio Carrasco",Colombia,"South America",2:21:14,""
2004,Athens,Men,44,"Ernest Ndjissipou","Central African Republic",Africa,2:21:23,""
2004,Athens,Men,45,"Nicholas Harrison",Australia,Oceania,2:21:42,""
2004,Athens,Men,46,"Tereje Wodajo",Ethiopia,Africa,2:21:53,""
2004,Athens,Men,47,"Aguelmis Rojas",Cuba,"North America",2:21:59,""
2004,Athens,Men,48,"Abel Chimukoko",Zimbabwe,Africa,2:22:09,""
2004,Athens,Men,49,"Saïd Belhout",Algeria,Africa,2:22:32,""
2004,Athens,Men,50,"Matthew O'Dowd","Great Britain",Europe,2:22:37,""
2004,Athens,Men,51,"Juan Carlos Cardona",Colombia,"South America",2:22:49,""
2004,Athens,Men,52,"Daniele Caimmi",Italy,Europe,2:23:07,""
2004,Athens,Men,53,"João N'Tyamba",Angola,Africa,2:23:26,""
2004,Athens,Men,54,"Roman Kejžar",Slovenia,Europe,2:23:34,""
2004,Athens,Men,55,"Procopio Franco",Mexico,"North America",2:23:34,""
2004,Athens,Men,56,"Wu Wen-chien","Chinese Taipei",Asia,2:23:54,""
2004,Athens,Men,57,"Antoni Bernado",Andorra,Europe,2:23:55,""
2004,Athens,Men,58,"Julio Rey",Spain,Europe,2:24:54,""
2004,Athens,Men,59,"Asaf Bimro",Israel,Asia,2:25:20,""
2004,Athens,Men,60,"Sisay Bezabeh",Australia,Oceania,2:25:26,""
2004,Athens,Men,61,"Silvio Guerra",Ecuador,"South America",2:25:29,""
2004,Athens,Men,62,"Mathias Ntawulikura",Rwanda,Africa,2:26:05,""
2004,Athens,Men,63,"Róbert Štefko","Czech Republic",Europe,2:27:12,""
2004,Athens,Men,64,"José Amado García",Guatemala,"North America",2:27:13,""
2004,Athens,Men,65,"Dan Browne","United States","North America",2:27:17,""
2004,Athens,Men,66,"Han Gang",China,Asia,2:27:31,""
2004,Athens,Men,67,"Eduardo Buenavista",Philippines,Asia,2:28:18,""
2004,Athens,Men,68,"Driss El Himer",France,Europe,2:29:07,""
2004,Athens,Men,69,"Andrés Espinosa",Mexico,"North America",2:29:43,""
2004,Athens,Men,70,"Mpesela Ntlot Soeu",Lesotho,Africa,2:30:19,""
2004,Athens,Men,71,"Franklin Tenorio",Ecuador,"South America",2:31:12,""
2004,Athens,Men,72,"José Ernani Palalia",Mexico,"North America",2:31:41,""
2004,Athens,Men,73,"Dmitriy Burmakin",Russia,Europe,2:31:51,""
2004,Athens,Men,74,"Mindaugas Pukštas",Lithuania,Europe,2:33:02,""
2004,Athens,Men,75,"Bat-Ochiryn Ser-Od",Mongolia,Asia,2:33:24,""
2004,Athens,Men,76,"Zhu Ronghua",China,Asia,2:34:02,""
2004,Athens,Men,77,"Alfredo Arevalo",Guatemala,"North America",2:34:02,""
2004,Athens,Men,78,"António Zeferino","Cape Verde",Africa,2:36:22,""
2004,Athens,Men,79,"Valery Pisarev",Kyrgyzstan,Asia,2:40:10,""
2004,Athens,Men,80,"Zepherinus Joseph","Saint Lucia","North America",2:44:19,""
2004,Athens,Men,81,"Marcel Matanin",Slovakia,Europe,2:50:26,""
2008,Beijing,Men,1,"Samuel Wanjiru",Kenya,Africa,2:06:32,OR
2008,Beijing,Men,2,"Jaouad Gharib",Morocco,Africa,2:07:16,""
2008,Beijing,Men,3,"Tsegaye Kebede",Ethiopia,Africa,2:10:00,""
2008,Beijing,Men,4,"Deriba Merga",Ethiopia,Africa,2:10:21,""
2008,Beijing,Men,5,"Martin Lel",Kenya,Africa,2:10:24,""
2008,Beijing,Men,6,"Viktor Röthlin",Switzerland,Europe,2:10:35,""
2008,Beijing,Men,7,"Gashaw Asfaw",Ethiopia,Africa,2:10:52,""
2008,Beijing,Men,8,"Yared Asmerom",Eritrea,Africa,2:11:11,""
2008,Beijing,Men,9,"Dathan Ritzenhein","United States","North America",2:11:59,""
2008,Beijing,Men,10,"Ryan Hall","United States","North America",2:12:33,""
2008,Beijing,Men,11,"Mike Fokoroni",Zimbabwe,Africa,2:13:17,PB
2008,Beijing,Men,12,"Stefano Baldini",Italy,Europe,2:13:25,""
2008,Beijing,Men,13,"Tsuyoshi Ogata",Japan,Asia,2:13:26,SB
2008,Beijing,Men,14,"Grigoriy Andreyev",Russia,Europe,2:13:33,""
2008,Beijing,Men,15,"Ruggero Pertile",Italy,Europe,2:13:39,""
2008,Beijing,Men,16,"José Manuel Martínez",Spain,Europe,2:14:00,""
2008,Beijing,Men,17,"Francis Kirwa",Finland,Europe,2:14:22,""
2008,Beijing,Men,18,"Lee Myong-Seung","South Korea",Asia,2:14:37,""
2008,Beijing,Men,19,"Janne Holmén",Finland,Europe,2:14:44,""
2008,Beijing,Men,20,"Abderrahim Goumri",Morocco,Africa,2:15:00,""
2008,Beijing,Men,21,"Aleksey Sokolov",Russia,Europe,2:15:57,""
2008,Beijing,Men,22,"Brian Sell","United States","North America",2:16:07,""
2008,Beijing,Men,23,"Ottaviano Andriani",Italy,Europe,2:16:10,""
2008,Beijing,Men,24,"Dan Robinson","Great Britain",Europe,2:16:14,""
2008,Beijing,Men,25,"Deng Haiyang",China,Asia,2:16:17,""
2008,Beijing,Men,26,"Abderrahime Bouramdane",Morocco,Africa,2:17:42,""
2008,Beijing,Men,27,"Vasyl Matviychuk",Ukraine,Europe,2:17:50,""
2008,Beijing,Men,28,"Lee Bong-Ju","South Korea",Asia,2:17:56,""
2008,Beijing,Men,29,"Oleg Kulkov",Russia,Europe,2:18:11,""
2008,Beijing,Men,30,"Paulo Gomes",Portugal,Europe,2:18:15,""
2008,Beijing,Men,31,"Alex Malinga",Uganda,Africa,2:18:26,""
2008,Beijing,Men,32,"Carlos Cordero",Mexico,"North America",2:18:40,""
2008,Beijing,Men,33,"Ri Kum-Song","North Korea",Asia,2:19:08,""
2008,Beijing,Men,34,"Henryk Szost",Poland,Europe,2:19:43,""
2008,Beijing,Men,35,"José Amado García",Guatemala,"North America",2:20:15,""
2008,Beijing,Men,36,"Yonas Kifle",Eritrea,Africa,2:20:23,""
2008,Beijing,Men,37,"Nasar Sakar Saeed",Bahrain,Asia,2:20:24,""
2008,Beijing,Men,38,"José de Souza",Brazil,"South America",2:20:25,""
2008,Beijing,Men,39,"Kamiel Maase",Netherlands,Europe,2:20:30,""
2008,Beijing,Men,40,"Pak Song-Chol","North Korea",Asia,2:21:16,""
2008,Beijing,Men,41,"Iaroslav Musinschi",Moldova,Europe,2:21:18,""
2008,Beijing,Men,42,"Kim Il-Nam","North Korea",Asia,2:21:51,""
2008,Beijing,Men,43,"Juan Carlos Cardona",Colombia,"South America",2:21:57,""
2008,Beijing,Men,44,"Hendrick Ramaala","South Africa",Africa,2:22:43,""
2008,Beijing,Men,45,"Arjun Kumar Basnet",Nepal,Asia,2:23:09,PB
2008,Beijing,Men,46,"Hélder Ornelas",Portugal,Europe,2:23:20,""
2008,Beijing,Men,47,"Procopio Franco",Mexico,"North America",2:23:24,""
2008,Beijing,Men,48,"Nelson Cruz","Cape Verde",Africa,2:23:47,""
2008,Beijing,Men,49,"Roberto Echeverría",Chile,"South America",2:23:54,""
2008,Beijing,Men,50,"Kim Yi-Yong","South Korea",Asia,2:23:57,""
2008,Beijing,Men,51,"Li Zhuhong",China,Asia,2:24:08,""
2008,Beijing,Men,52,"Bat-Ochiryn Ser-Od",Mongolia,Asia,2:24:19,""
2008,Beijing,Men,53,"Norman Dlomo","South Africa",Africa,2:24:28,""
2008,Beijing,Men,54,"Arkadiusz Sowa",Poland,Europe,2:24:48,""
2008,Beijing,Men,55,"Samson Ramadhani",Tanzania,Africa,2:25:03,""
2008,Beijing,Men,56,"Ndabili Bashingili",Botswana,Africa,2:25:11,""
2008,Beijing,Men,57,"Simon Munyutu",France,Europe,2:25:50,""
2008,Beijing,Men,58,"Antoni Bernadó",Andorra,Europe,2:26:29,""
2008,Beijing,Men,59,"Wu Wen-Chien","Chinese Taipei",Asia,2:26:55,""
2008,Beijing,Men,60,"Lee Troop",Australia,Oceania,2:27:17,""
2008,Beijing,Men,61,"Constantino León",Peru,"South America",2:28:04,""
2008,Beijing,Men,62,"Goran Stojiljković",Montenegro,Europe,2:28:14,""
2008,Beijing,Men,63,"Alfredo Arévalo",Guatemala,"North America",2:28:26,""
2008,Beijing,Men,64,"Yousf Othman Qader",Qatar,Asia,2:28:40,""
2008,Beijing,Men,65,"Franklin Tenorio",Ecuador,"South America",2:29:05,""
2008,Beijing,Men,66,"Francisco Bautista",Mexico,"North America",2:29:28,""
2008,Beijing,Men,67,"Roman Kejžar",Slovenia,Europe,2:29:37,""
2008,Beijing,Men,68,"Joachim Nshimirimana",Burundi,Africa,2:29:55,""
2008,Beijing,Men,69,"Seteng Ayele",Israel,Asia,2:30:07,""
2008,Beijing,Men,70,"Takhir Mamashayev",Kazakhstan,Asia,2:30:26,""
2008,Beijing,Men,71,"Abdil Ceylan",Turkey,Asia,2:31:43,""
2008,Beijing,Men,72,"José Ríos",Spain,Europe,2:32:35,""
2008,Beijing,Men,73,"Hem Bunting",Cambodia,Asia,2:33:32,""
2008,Beijing,Men,74,"Marcel Tschopp",Liechtenstein,Europe,2:35:06,""
2008,Beijing,Men,75,"Pavel Loskutov",Estonia,Europe,2:39:01,""
2008,Beijing,Men,76,"Atsushi Sato",Japan,Asia,2:41:08,""
2012,London,Men,1,"Stephen Kiprotich",Uganda,Africa,2:08:01,""
2012,London,Men,2,"Abel Kirui",Kenya,Africa,2:08:27,""
2012,London,Men,3,"Wilson Kipsang Kiprotich",Kenya,Africa,2:09:37,""
2012,London,Men,4,"Meb Keflezighi","United States","North America",2:11:06,""
2012,London,Men,5,"Marílson Gomes dos Santos",Brazil,"South America",2:11:10,""
