Year,Location,Gender,Position,Name,Nationality,Continent,Time_Taken,Notes
1952,Helsinki,Men,50,"Rudolf Morgenthaler",Switzerland,Europe,2:56:33.0,""
1952,Helsinki,Men,51,"Abdelgani Abdel Fattah",Egypt,Africa,2:56:56.0,""
1952,Helsinki,Men,52,"Surat Mathur",India,Asia,2:58:09.2,""
1952,Helsinki,Men,53,"Artidoro Berti",Italy,Europe,2:58:36.2,""
1956,Melbourne,Men,1,"Alain Mimoun",France,Europe,2:25:00,""
1956,Melbourne,Men,2,"Franjo Mihalić",Yugoslavia,Europe,2:26:32,""
1956,Melbourne,Men,3,"Veikko Karvonen",Finland,Europe,2:27:47,""
1956,Melbourne,Men,4,"Lee Chang-Hoon","South Korea",Asia,2:28:45,""
1956,Melbourne,Men,5,"Yoshiaki Kawashima",Japan,Asia,2:29:19,""
1956,Melbourne,Men,6,"Emil Zátopek",Czechoslovakia,Europe,2:29:34,""
1956,Melbourne,Men,7,"Ivan Filin","Soviet Union",Europe,2:30:37,""
1956,Melbourne,Men,8,"Evert Nyberg",Sweden,Europe,2:31:12,""
1956,Melbourne,Men,9,"Thomas Nilsson",Sweden,Europe,2:33:33,""
1956,Melbourne,Men,10,"Eino Oksanen",Finland,Europe,2:36:10,""
1956,Melbourne,Men,11,"Arnold Vaide",Sweden,Europe,2:36:21,""
1956,Melbourne,Men,12,"Choi Chunk-Sik","South Korea",Asia,2:36:53,""
1956,Melbourne,Men,13,"Paavo Kotila",Finland,Europe,2:38:59,""
1956,Melbourne,Men,14,"Mercer Davies","South Africa",Africa,2:39:48,""
1956,Melbourne,Men,15,"Harry Hicks","Great Britain",Europe,2:39:55,""
1956,Melbourne,Men,16,"Hideo Hamamura",Japan,Asia,2:40:53,""
1956,Melbourne,Men,17,"Albert Richards","New Zealand",Oceania,2:41:34,""
1956,Melbourne,Men,18,"John Russell",Australia,Oceania,2:41:44,""
1956,Melbourne,Men,19,"Lothar Beckert","United Team of Germany",Europe,2:42:10,""
1956,Melbourne,Men,20,"Nick Costes","United States","North America",2:42:20,""
1956,Melbourne,Men,21,"John J. Kelley","United States","North America",2:43:40,""
1956,Melbourne,Men,22,"Muhamad Havlidar Aslam",Pakistan,Asia,2:44:33,""
1956,Melbourne,Men,23,"Adolf Gruber",Austria,Europe,2:46:20,""
1956,Melbourne,Men,24,"Aurèle Vandendriessche",Belgium,Europe,2:47:18,""
1956,Melbourne,Men,25,"Keith Ollerenshaw",Australia,Oceania,2:48:12,""
1956,Melbourne,Men,26,"Myitung Naw",Burma,Asia,2:49:32,""
1956,Melbourne,Men,27,"Pavel Kantorek",Czechoslovakia,Europe,2:52:05,""
1956,Melbourne,Men,28,"Kurt Hartung","United Team of Germany",Europe,2:52:14,""
1956,Melbourne,Men,29,"Bashay Feleke",Ethiopia,Africa,2:53:37,""
1956,Melbourne,Men,30,"Abdul Rashid",Pakistan,Asia,2:57:47,""
1956,Melbourne,Men,31,"Kanuti Sum",Kenya,Africa,2:58:42,""
1956,Melbourne,Men,32,"Gebre Birkay",Ethiopia,Africa,2:58:49,""
1956,Melbourne,Men,33,"Kurao Hiroshima",Japan,Asia,3:04:17,""
1960,Rome,Men,1,"Abebe Bikila",Ethiopia,Africa,2:15:16.2,WR
1960,Rome,Men,2,"Rhadi Ben Abdesselam",Morocco,Africa,2:15:41.6,""
1960,Rome,Men,3,"Barry Magee","New Zealand",Oceania,2:17:18.2,""
1960,Rome,Men,4,"Konstantin Vorobyov","Soviet Union",Europe,2:19:09.6,""
1960,Rome,Men,5,"Sergey Popov","Soviet Union",Europe,2:19:18.8,""
1960,Rome,Men,6,"Thyge Thøgersen",Denmark,Europe,2:21:03.4,""
1960,Rome,Men,7,"Abebe Wakgira",Ethiopia,Africa,2:21:09.4,""
1960,Rome,Men,8,"Bakir Benaïssa",Morocco,Africa,2:21:21.4,""
1960,Rome,Men,9,"Osvaldo Suárez",Argentina,"South America",2:21:26.6,""
1960,Rome,Men,10,"Franjo Škrinjar",Yugoslavia,Europe,2:21:40.2,""
1960,Rome,Men,11,"Nikolay Rumyantsev","Soviet Union",Europe,2:21:49.4,""
1960,Rome,Men,12,"Franjo Mihalić",Yugoslavia,Europe,2:21:52.6,""
1960,Rome,Men,13,"Keith James","South Africa",Africa,2:22:58.6,""
1960,Rome,Men,14,"Pavel Kantorek",Czechoslovakia,Europe,2:22:59.8,""
1960,Rome,Men,15,"Gumersindo Gómez",Argentina,"South America",2:23:00.0,""
1960,Rome,Men,16,"Denis O'Gorman","Great Britain",Europe,2:24:16.2,""
1960,Rome,Men,17,"Miguel Navarro",Spain,Europe,2:24:17.4,""
1960,Rome,Men,18,"Jeff Julian","New Zealand",Oceania,2:24:50.6,""
1960,Rome,Men,19,"John J. Kelley","United States","North America",2:24:58.0,""
1960,Rome,Men,20,"Lee Chang-hoon","South Korea",Asia,2:25:02.2,""
1960,Rome,Men,21,"Arnold Vaide",Sweden,Europe,2:25:40.2,""
1960,Rome,Men,22,"Gerry McIntyre",Ireland,Europe,2:26:03.0,""
1960,Rome,Men,23,"Olavi Manninen",Finland,Europe,2:26:33.0,""
1960,Rome,Men,24,"Eino Oksanen",Finland,Europe,2:26:38.0,""
1960,Rome,Men,25,"Arthur Keily","Great Britain",Europe,2:27:00.0,""
1960,Rome,Men,26,"Tor Torgersen",Norway,Europe,2:27:30.0,""
1960,Rome,Men,27,"Myitung Naw",Burma,Asia,2:28:17.0,""
1960,Rome,Men,28,"Bruno Bartholome","United Team of Germany",Europe,2:28:39.0,""
1960,Rome,Men,29,"Brian Kilby","Great Britain",Europe,2:28:55.0,""
1960,Rome,Men,30,"Alex Breckenridge","United States","North America",2:29:38.0,""
1960,Rome,Men,31,"Kurao Hiroshima",Japan,Asia,2:29:40.0,""
1960,Rome,Men,32,"Kazumi Watanabe",Japan,Asia,2:29:45.0,""
1960,Rome,Men,33,"Juan Silva",Chile,"South America",2:31:18.0,""
1960,Rome,Men,34,"Alain Mimoun",France,Europe,2:31:20.0,""
1960,Rome,Men,35,"Paul Genève",France,Europe,2:31:20.0,""
1960,Rome,Men,36,"Frans Künen",Netherlands,Europe,2:31:25.0,""
1960,Rome,Men,37,"Francesco Perrone",Italy,Europe,2:31:32.0,""
1960,Rome,Men,38,"Silvio De Florentis",Italy,Europe,2:31:54.0,""
1960,Rome,Men,39,"Linus Diaz",Ceylon,Asia,2:32:12.0,""
1960,Rome,Men,40,"Lal Chand",India,Asia,2:32:13.0,""
1960,Rome,Men,41,"Johannes Lauridsen",Denmark,Europe,2:32:32.0,""
1960,Rome,Men,42,"Willie Dunne",Ireland,Europe,2:33:08.0,""
1960,Rome,Men,43,"Ian Sinfield",Australia,Oceania,2:34:16.0,""
1960,Rome,Men,44,"Arthur Wittwer",Switzerland,Europe,2:34:42.2,""
1960,Rome,Men,45,"Jagmal Singh",India,Asia,2:35:01.0,""
1960,Rome,Men,46,"Nobuyoshi Sadanaga",Japan,Asia,2:35:11.0,""
1960,Rome,Men,47,"Lee Sang-cheol","South Korea",Asia,2:35:14.0,""
1960,Rome,Men,48,"Gordon McKenzie","United States","North America",2:35:16.0,""
1960,Rome,Men,49,"Ahmed Labidi",Tunisia,Africa,2:35:43.0,""
1960,Rome,Men,50,"Walter Lemos",Argentina,"South America",2:36:55.0,""
1960,Rome,Men,51,"Ray Puckett","New Zealand",Oceania,2:37:36.0,""
1960,Rome,Men,52,"Dolfi Gruber",Austria,Europe,2:37:40.0,""
1960,Rome,Men,53,"Antti Viskari",Finland,Europe,2:38:06.0,""
1960,Rome,Men,54,"Allan Lawrence",Australia,Oceania,2:38:46.0,""
1960,Rome,Men,55,"Gordon Dickson",Canada,"North America",2:38:46.0,""
1960,Rome,Men,56,"Lothar Beckert","United Team of Germany",Europe,2:40:10.0,""
1960,Rome,Men,57,"Günter Havenstein","United Team of Germany",Europe,2:41:14.0,""
1960,Rome,Men,58,"Evert Nyberg",Sweden,Europe,2:42:59.0,""
1960,Rome,Men,59,"Arap Sum Kanuti",Kenya,Africa,2:46:55.2,""
1960,Rome,Men,60,"Ranjit Bhatia",India,Asia,2:57:06.0,""
1960,Rome,Men,61,"Allal Saoudi",Morocco,Africa,2:59:41.0,""
1960,Rome,Men,62,"Alifu Massaquoi",Liberia,Africa,3:43:18.0,""
1964,Tokyo,Men,1,"Abebe Bikila",Ethiopia,Africa,2:12:11.2,WR
1964,Tokyo,Men,2,"Basil Heatley","Great Britain",Europe,2:16:19.2,""
1964,Tokyo,Men,3,"Kōkichi Tsuburaya",Japan,Asia,2:16:22.8,""
1964,Tokyo,Men,4,"Brian Kilby","Great Britain",Europe,2:17:02.4,""
1964,Tokyo,Men,5,"József Sütő",Hungary,Europe,2:17:55.8,""
1964,Tokyo,Men,6,"Leonard Edelen","United States","North America",2:18:12.4,""
1964,Tokyo,Men,7,"Aurèle Vandendriessche",Belgium,Europe,2:18:42.6,""
1964,Tokyo,Men,8,"Kenji Kimihara",Japan,Asia,2:19:49.0,""
1964,Tokyo,Men,9,"Ron Clarke",Australia,Oceania,2:20:26.8,""
1964,Tokyo,Men,10,"Demissie Wolde",Ethiopia,Africa,2:21:25.2,""
1964,Tokyo,Men,11,"Lee Sang-hun","South Korea",Asia,2:22:02.8,""
1964,Tokyo,Men,12,"Bakir Benaïssa",Morocco,Africa,2:22:27.0,""
1964,Tokyo,Men,13,"Eino Oksanen",Finland,Europe,2:22:36.0,""
1964,Tokyo,Men,14,"Billy Mills","United States","North America",2:22:55.4,""
1964,Tokyo,Men,15,"Toru Terasawa",Japan,Asia,2:23:09.0,""
1964,Tokyo,Men,16,"Kim Yun-Bum","South Korea",Asia,2:24:40.6,""
1964,Tokyo,Men,17,"Giorgio Jegher",Italy,Europe,2:24:45.2,""
1964,Tokyo,Men,18,"Václav Chudomel",Czechoslovakia,Europe,2:24:46.8,""
1964,Tokyo,Men,19,"Ron Hill","Great Britain",Europe,2:25:34.4,""
1964,Tokyo,Men,20,"Paavo Pystynen",Finland,Europe,2:26:00.6,""
1964,Tokyo,Men,21,"Fidel Negrete",Mexico,"North America",2:26:07.0,""
1964,Tokyo,Men,22,"Nikolay Tikhomirov","Soviet Union",Europe,2:26:07.4,""
1964,Tokyo,Men,23,"Pete McArdle","United States","North America",2:26:24.4,""
1964,Tokyo,Men,24,"Heinrich Hagen","United Team of Germany",Europe,2:26:39.8,""
1964,Tokyo,Men,25,"Pavel Kantorek",Czechoslovakia,Europe,2:26:47.2,""
1964,Tokyo,Men,26,"Nikolay Abramov","Soviet Union",Europe,2:27:09.4,""
1964,Tokyo,Men,27,"Ray Puckett","New Zealand",Oceania,2:27:34.0,""
1964,Tokyo,Men,28,"Eino Valle",Finland,Europe,2:27:34.8,""
1964,Tokyo,Men,29,"Jeff Julian","New Zealand",Oceania,2:27:57.6,""
1964,Tokyo,Men,30,"Ricardo Vidal",Chile,"South America",2:28:01.6,""
1964,Tokyo,Men,31,"Robert Vagg",Australia,Oceania,2:28:41.0,""
1964,Tokyo,Men,32,"Guido Vögele",Switzerland,Europe,2:29:17.8,""
1964,Tokyo,Men,33,"Balkrishan Akotkar",India,Asia,2:29:27.4,""
1964,Tokyo,Men,34,"Jean Aniset",Luxembourg,Europe,2:29:52.6,""
1964,Tokyo,Men,35,"Thin Sumbwegam",Burma,Asia,2:30:35.8,""
1964,Tokyo,Men,36,"Constantin Grecescu",Romania,Europe,2:30:42.6,""
1964,Tokyo,Men,37,"Janos Pinter",Hungary,Europe,2:30:50.2,""
1964,Tokyo,Men,38,"Gerhard Hönicke","United Team of Germany",Europe,2:33:23.0,""
1964,Tokyo,Men,39,"Manfred Naumann","United Team of Germany",Europe,2:33:42.0,""
1964,Tokyo,Men,40,"Antonio Ambu",Italy,Europe,2:34:37.6,""
1964,Tokyo,Men,41,"Oskar Leupi",Switzerland,Europe,2:35:05.4,""
1964,Tokyo,Men,42,"Ivan Keats","New Zealand",Oceania,2:36:16.8,""
1964,Tokyo,Men,43,"Harbans Lal",India,Asia,2:37:05.8,""
1964,Tokyo,Men,44,"Armando Aldegalega",Portugal,Europe,2:38:02.2,""
1964,Tokyo,Men,45,"Chrisantus Nyakwayo",Kenya,Africa,2:38:38.6,""
1964,Tokyo,Men,46,"Constantino Kapambwe","Northern Rhodesia",Africa,2:39:28.4,""
1964,Tokyo,Men,47,"Omari Abdallah",Tanzania,Africa,2:40:06.0,""
1964,Tokyo,Men,48,"Muhammad Youssef",Pakistan,Asia,2:40:46.0,""
1964,Tokyo,Men,49,"Naftali Temu",Kenya,Africa,2:40:46.6,""
1964,Tokyo,Men,50,"Ju Hyeong-gyeol","South Korea",Asia,2:41:08.2,""
1964,Tokyo,Men,51,"Mathias Kanda",Rhodesia,Africa,2:41:09.0,""
1964,Tokyo,Men,52,"Anthony Cook",Australia,Oceania,2:42:03.6,""
1964,Tokyo,Men,53,"Víctor Peralta",Mexico,"North America",2:44:23.6,""
1964,Tokyo,Men,54,"Trevor Haynes","Northern Rhodesia",Africa,2:45:08.6,""
1964,Tokyo,Men,55,"Abe Fornés","Puerto Rico","North America",2:46:22.6,""
1964,Tokyo,Men,56,"Robson Mrombe",Rhodesia,Africa,2:49:30.8,""
1964,Tokyo,Men,57,"Laurent Chifita","Northern Rhodesia",Africa,2:51:52.2,""
1964,Tokyo,Men,58,"Chanom Sirirangsri",Thailand,Asia,2:59:25.6,""
1968,"Mexico City",Men,1,"Mamo Wolde",Ethiopia,Africa,2:20:26,""
1968,"Mexico City",Men,2,"Kenji Kimihara",Japan,Asia,2:23:31,""
1968,"Mexico City",Men,3,"Mike Ryan","New Zealand",Oceania,2:23:45,""
1968,"Mexico City",Men,4,"İsmail Akçay",Turkey,Asia,2:25:18,""
1968,"Mexico City",Men,5,"Bill Adcocks","Great Britain",Europe,2:25:33,""
1968,"Mexico City",Men,6,"Gabrou Merawi",Ethiopia,Africa,2:27:16,""
1968,"Mexico City",Men,7,"Derek Clayton",Australia,Oceania,2:27:23,""
1968,"Mexico City",Men,8,"Tim Johnston","Great Britain",Europe,2:28:04,""
1968,"Mexico City",Men,9,"Akio Usami",Japan,Asia,2:28:06,""
1968,"Mexico City",Men,10,"Andy Boychuk",Canada,"North America",2:28:40,""
1968,"Mexico City",Men,11,"Gaston Roelants",Belgium,Europe,2:29:04,""
1968,"Mexico City",Men,12,"Pat McMahon",Ireland,Europe,2:29:21,""
1968,"Mexico City",Men,13,"Alfredo Peñaloza",Mexico,"North America",2:29:48,""
1968,"Mexico City",Men,14,"Kenny Moore","United States","North America",2:29:49,""
1968,"Mexico City",Men,15,"Jürgen Busch","East Germany",Europe,2:30:42,""
1968,"Mexico City",Men,16,"George Young","United States","North America",2:31:15,""
1968,"Mexico City",Men,17,"Manfred Steffny","West Germany",Europe,2:31:23,""
1968,"Mexico City",Men,18,"Thin Sumbwegam",Burma,Asia,2:32:22,""
1968,"Mexico City",Men,19,"Naftali Temu",Kenya,Africa,2:32:36,""
1968,"Mexico City",Men,20,"Maurice Peiren",Belgium,Europe,2:32:49,""
1968,"Mexico City",Men,21,"Antonio Ambu",Italy,Europe,2:33:19,""
1968,"Mexico City",Men,22,"Ron Daws","United States","North America",2:33:53,""
1968,"Mexico City",Men,23,"Karl-Heinz Sievers","West Germany",Europe,2:34:11,""
1968,"Mexico City",Men,24,"Gyula Tóth",Hungary,Europe,2:34:49,""
1968,"Mexico City",Men,25,"Hüseyin Aktaş",Turkey,Asia,2:35:09,""
1968,"Mexico City",Men,26,"Pablo Garrido",Mexico,"North America",2:35:47,""
1968,"Mexico City",Men,27,"Aad Steylen",Netherlands,Europe,2:37:42,""
1968,"Mexico City",Men,28,"Anatoly Sukharkov","Soviet Union",Europe,2:38:07,""
1968,"Mexico City",Men,29,"Lee Myeong-jeong","South Korea",Asia,2:38:52,""
1968,"Mexico City",Men,30,"Ivaylo Sharankov",Bulgaria,Europe,2:39:49,""
1968,"Mexico City",Men,31,"Gioacchino De Palma",Italy,Europe,2:39:58,""
1968,"Mexico City",Men,32,"Josef Gwerder",Switzerland,Europe,2:40:16,""
1968,"Mexico City",Men,33,"Hubert Riesner","West Germany",Europe,2:41:29,""
1968,"Mexico City",Men,34,"Georg Olsen",Denmark,Europe,2:42:24,""
1968,"Mexico City",Men,35,"Douglas Zinkala",Zambia,Africa,2:42:51,""
1968,"Mexico City",Men,36,"Ezequiel Baeza",Chile,"South America",2:43:15,""
1968,"Mexico City",Men,37,"Dave McKenzie","New Zealand",Oceania,2:43:36,""
1968,"Mexico City",Men,38,"Kim Bong-nae","South Korea",Asia,2:43:56,""
1968,"Mexico City",Men,39,"Carlos Cuque",Guatemala,"North America",2:45:20,""
1968,"Mexico City",Men,40,"Godwin Kalimbwe",Zambia,Africa,2:45:26,""
1968,"Mexico City",Men,41,"Mick Molloy",Ireland,Europe,2:48:13,""
1968,"Mexico City",Men,42,"Nikola Simeonov",Bulgaria,Europe,2:48:30,""
1968,"Mexico City",Men,43,"John Farrington",Australia,Oceania,2:50:16,""
1968,"Mexico City",Men,44,"Helmut Kunisch",Switzerland,Europe,2:50:58,""
1968,"Mexico City",Men,45,"Alifu Massaquoi","Sierra Leone",Africa,2:52:28,""
1968,"Mexico City",Men,46,"Lee Sang-Hoon","South Korea",Asia,2:52:46,""
1968,"Mexico City",Men,47,"Hla Thein",Burma,Asia,2:54:03,""
1968,"Mexico City",Men,48,"Paul Mose",Kenya,Africa,2:55:17,""
1968,"Mexico City",Men,49,"Benjamin Silva-Netto",Philippines,Asia,2:56:19,""
1968,"Mexico City",Men,50,"Harry Prowell",Guyana,"South America",2:57:01,""
1968,"Mexico City",Men,51,"Wimalasena Perera",Ceylon,Asia,2:59:05,""
1968,"Mexico City",Men,52,"Fulgencio Hernández",Guatemala,"North America",3:00:40,""
1968,"Mexico City",Men,53,"Gustavo Gutiérrez",Ecuador,"South America",3:03:07,""
1968,"Mexico City",Men,54,"Martin Ande",Nigeria,Africa,3:03:47,""
1968,"Mexico City",Men,55,"Mustafa Musa",Uganda,Africa,3:04:53,""
1968,"Mexico City",Men,56,"Enoch Muemba",Zambia,Africa,3:06:16,""
1968,"Mexico City",Men,57,"John Stephen Akhwari",Tanzania,Africa,3:25:17,""
1972,Munich,Men,1,"Frank Shorter","United States","North America",2:12:19,""
1972,Munich,Men,2,"Karel Lismont",Belgium,Europe,2:14:31,""
1972,Munich,Men,3,"Mamo Wolde",Ethiopia,Africa,2:15:08,""
1972,Munich,Men,4,"Kenny Moore","United States","North America",2:15:39,""
1972,Munich,Men,5,"Kenji Kimihara",Japan,Asia,2:16:27,""
1972,Munich,Men,6,"Ron Hill","Great Britain",Europe,2:16:30,""
1972,Munich,Men,7,"Donald MacGregor","Great Britain",Europe,2:16:34,""
1972,Munich,Men,8,"Jack Foster","New Zealand",Oceania,2:16:56,""
1972,Munich,Men,9,"Jack Bacheler","United States","North America",2:17:38,""
1972,Munich,Men,10,"Lengissa Bedane",Ethiopia,Africa,2:18:36,""
1972,Munich,Men,11,"Seppo Nikkari",Finland,Europe,2:18:49,""
1972,Munich,Men,12,"Akio Usami",Japan,Asia,2:18:58,""
1972,Munich,Men,13,"Derek Clayton",Australia,Oceania,2:19:49,""
1972,Munich,Men,14,"Yury Velikorodnykh","Soviet Union",Europe,2:20:02,""
1972,Munich,Men,15,"Anatolijus Baranovas","Soviet Union",Europe,2:20:10,""
1972,Munich,Men,16,"Paul Angenvoorth","West Germany",Europe,2:20:19,""
1972,Munich,Men,17,"Richard Mabuza",Swaziland,Africa,2:20:39,""
1972,Munich,Men,18,"Demissie Wolde",Ethiopia,Africa,2:20:44,""
1972,Munich,Men,19,"Reino Paukkonen",Finland,Europe,2:21:06,""
1972,Munich,Men,20,"Colin Kirkham","Great Britain",Europe,2:21:54,""
1972,Munich,Men,21,"Antonio Brutti",Italy,Europe,2:22:12,""
1972,Munich,Men,22,"Dave McKenzie","New Zealand",Oceania,2:22:19,""
1972,Munich,Men,23,"Daniel McDaid",Ireland,Europe,2:22:25,""
1972,Munich,Men,24,"Renato Martini",Italy,Europe,2:22:41,""
1972,Munich,Men,25,"Eckhard Lesse","East Germany",Europe,2:22:49,""
1972,Munich,Men,26,"Jacinto Sabinal",Mexico,"North America",2:22:56,""
1972,Munich,Men,27,"Gyula Tóth",Hungary,Europe,2:22:59,""
1972,Munich,Men,28,"Fernand Kolbeck",France,Europe,2:23:01,""
1972,Munich,Men,29,"Hernán Barreneche",Colombia,"South America",2:23:40,""
1972,Munich,Men,30,"Jørgen Jensen",Denmark,Europe,2:24:00,""
1972,Munich,Men,31,"Manfred Steffny","West Germany",Europe,2:24:25,""
1972,Munich,Men,32,"Lutz Philipp","West Germany",Europe,2:24:25,""
1972,Munich,Men,33,"Ferenc Szekeres",Hungary,Europe,2:25:17,""
1972,Munich,Men,34,"Terry Manners","New Zealand",Oceania,2:25:29,""
1972,Munich,Men,35,"Ihor Shcherbak","Soviet Union",Europe,2:25:37,""
1972,Munich,Men,36,"Yoshiaki Unetani",Japan,Asia,2:25:59,""
1972,Munich,Men,37,"Kim Chang-son","North Korea",Asia,2:26:45,""
1972,Munich,Men,38,"Franco De Menego",Italy,Europe,2:26:52,""
1972,Munich,Men,39,"Agustín Fernández",Spain,Europe,2:27:14,""
1972,Munich,Men,40,"Edward Stawiarz",Poland,Europe,2:28:12,""
1972,Munich,Men,41,"Armando Aldegalega",Portugal,Europe,2:28:24,""
1972,Munich,Men,42,"Desmond McGann",Ireland,Europe,2:28:31,""
1972,Munich,Men,43,"Carlos Cuque",Guatemala,"North America",2:28:37,""
1972,Munich,Men,44,"Alfons Sidler",Switzerland,Europe,2:29:09,""
1972,Munich,Men,45,"Alfredo Penaloza",Mexico,"North America",2:29:51,""
1972,Munich,Men,46,"Walter Van Renterghem",Belgium,Europe,2:29:58,""
1972,Munich,Men,47,"Donald Walsh",Ireland,Europe,2:31:12,""
1972,Munich,Men,48,"Álvaro Mejía",Colombia,"South America",2:31:56,""
1972,Munich,Men,49,"Ryu Man-hyong","North Korea",Asia,2:32:29,""
1972,Munich,Men,50,"Carlos Pérez",Spain,Europe,2:33:22,""
1972,Munich,Men,51,"Rafael Tadeo",Mexico,"North America",2:35:48,""
1972,Munich,Men,52,"Víctor Mora",Colombia,"South America",2:37:34,""
1972,Munich,Men,53,"Fernando Molina",Argentina,"South America",2:38:18,""
1972,Munich,Men,54,"Julio Quevedo",Guatemala,"North America",2:40:38,""
1972,Munich,Men,55,"Ramón Cabrera",Argentina,"South America",2:42:37,""
1972,Munich,Men,56,"Matthews Kambale",Malawi,Africa,2:45:50,""
1972,Munich,Men,57,"Hla Thein",Burma,Asia,2:48:53,""
1972,Munich,Men,58,"Ricardo Condori",Bolivia,"South America",2:56:11,""
1972,Munich,Men,59,"Fulgence Rwabu",Uganda,Africa,2:57:04,""
1972,Munich,Men,60,"Bhakta Bahadur Sapkota",Nepal,Asia,2:57:58,""
1972,Munich,Men,61,"Crispin Quispe",Bolivia,"South America",3:07:22,""
1972,Munich,Men,62,"Maurice Charlotin",Haiti,"North America",3:29:21,""
1976,Montreal,Men,1,"Waldemar Cierpinski","East Germany",Europe,2:09:55,OR
1976,Montreal,Men,2,"Frank Shorter","United States","North America",2:10:45,""
1976,Montreal,Men,3,"Karel Lismont",Belgium,Europe,2:11:12,""
1976,Montreal,Men,4,"Don Kardong","United States","North America",2:11:15,""
1976,Montreal,Men,5,"Lasse Virén",Finland,Europe,2:13:10,""
1976,Montreal,Men,6,"Jerome Drayton",Canada,"North America",2:13:30,""
1976,Montreal,Men,7,"Leonid Moseyev","Soviet Union",Europe,2:13:33,""
1976,Montreal,Men,8,"Franco Fava",Italy,Europe,2:14:24,""
1976,Montreal,Men,9,"Aleksandr Gotsky","Soviet Union",Europe,2:15:34,""
1976,Montreal,Men,10,"Henri Schoofs",Belgium,Europe,2:15:52,""
1976,Montreal,Men,11,"Shivnath Singh",India,Asia,2:16:22,""
1976,Montreal,Men,12,"Chang Sop-choe","North Korea",Asia,2:16:33,""
1976,Montreal,Men,13,"Massimo Magnani",Italy,Europe,2:16:56,""
1976,Montreal,Men,14,"Göran Bengtsson",Sweden,Europe,2:17:39,""
1976,Montreal,Men,15,"Kazimierz Orzeł",Poland,Europe,2:17:43,""
1976,Montreal,Men,16,"Håkan Spik",Finland,Europe,2:17:50,""
1976,Montreal,Men,17,"Jack Foster","New Zealand",Oceania,2:17:53,""
1976,Montreal,Men,18,"Mario Cuevas",Mexico,"North America",2:18:08,""
1976,Montreal,Men,19,"Rodolfo Gómez",Mexico,"North America",2:18:21,""
1976,Montreal,Men,20,"Shigeru So",Japan,Asia,2:18:26,""
1976,Montreal,Men,21,"Noriyasu Mizukami",Japan,Asia,2:18:44,""
1976,Montreal,Men,22,"Anacleto Pinto",Portugal,Europe,2:18:53,""
1976,Montreal,Men,23,"José de Jesús","Puerto Rico","North America",2:19:34,""
1976,Montreal,Men,24,"Yuri Velikorodny","Soviet Union",Europe,2:19:45,""
1976,Montreal,Men,25,"Jos Hermens",Netherlands,Europe,2:19:48,""
1976,Montreal,Men,26,"Jeffrey Norman","Great Britain",Europe,2:20:04,""
1976,Montreal,Men,27,"Jukka Toivola",Finland,Europe,2:20:46,""
1976,Montreal,Men,28,"Jørgen Jensen",Denmark,Europe,2:20:44,""
1976,Montreal,Men,29,"Mikhail Koussis",Greece,Europe,2:21:42,""
1976,Montreal,Men,30,"Tom Howard",Canada,"North America",2:22:08,""
1976,Montreal,Men,31,"Keith Angus","Great Britain",Europe,2:22:18,""
1976,Montreal,Men,32,"Akio Usami",Japan,Asia,2:22:29,""
1976,Montreal,Men,33,"Rigoberto Mendoza",Cuba,"North America",2:22:43,""
1976,Montreal,Men,34,"Fernand Kolbeck",France,Europe,2:22:56,""
1976,Montreal,Men,35,"Chris Wardlaw",Australia,Oceania,2:23:56,""
1976,Montreal,Men,36,"Wayne Yetman",Canada,"North America",2:24:17,""
1976,Montreal,Men,37,"Hüseyin Aktaş",Turkey,Asia,2:24:30,""
1976,Montreal,Men,38,"Veli Balli",Turkey,Asia,2:24:47,""
1976,Montreal,Men,39,"James McNamara",Ireland,Europe,2:24:57,""
1976,Montreal,Men,40,"Bill Rodgers","United States","North America",2:25:14,""
1976,Montreal,Men,41,"Hipólito López",Honduras,"North America",2:26:00,""
1976,Montreal,Men,42,"Danny McDaid",Ireland,Europe,2:27:07,""
1976,Montreal,Men,43,"Eusebio Cardoso",Paraguay,"South America",2:27:22,""
1976,Montreal,Men,44,"Kim Chang-Son","North Korea",Asia,2:27:38,""
1976,Montreal,Men,45,"Barry Watson","Great Britain",Europe,2:28:32,""
1976,Montreal,Men,46,"Agustin Fernández-Diaz",Spain,Europe,2:28:37,""
1976,Montreal,Men,47,"Jerzy Gros",Poland,Europe,2:28:45,""
1976,Montreal,Men,48,"Jairo Cubillos",Colombia,"South America",2:29:04,""
1976,Montreal,Men,49,"Luis Raudales",Honduras,"North America",2:29:25,""
1976,Montreal,Men,50,"Baikuntha Manandhar",Nepal,Asia,2:30:07,""
1976,Montreal,Men,51,"Antonio Baños",Spain,Europe,2:31:01,""
1976,Montreal,Men,52,"Koh Chun-son","North Korea",Asia,2:31:54,""
1976,Montreal,Men,53,"Víctor Serrano","Puerto Rico","North America",2:34:59,""
1976,Montreal,Men,54,"Günter Mielke","West Germany",Europe,2:35:44,""
1976,Montreal,Men,55,"Neil Cusack",Ireland,Europe,2:35:47,""
1976,Montreal,Men,56,"Tau John Tokwepota","Papua New Guinea",Oceania,2:38:04,""
1976,Montreal,Men,57,"Víctor Idava",Philippines,Asia,2:38:23,""
1976,Montreal,Men,58,"Raymond Swan",Bermuda,"North America",2:39:18,""
1976,Montreal,Men,59,"John Kokinai","Papua New Guinea",Oceania,2:41:49,""
